"CNPJ ENTIDADE";"NOME ENTIDADE";"NÚMERO CONVÊNIO";"ÓRGÃO CONCEDENTE";"MOTIVO DO IMPEDIMENTO"
"02806229000143";"FUNDACAO DE APOIO INSTITUCIONAL RIO SOLIMOES";"706551";"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS - UNIDADES COM VÍNCULO DIRETO";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"50786714000145";"FUNDACAO DE ESTUDOS E PESQUISAS AGRICOLAS E FLORESTAIS";"639998";"PRESIDENCIA DA REPUBLICA";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"01181316000190";"SINDICATO RURAL DE CAMPINAPOLIS";"468009";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO - UNIDADES COM VÍNCULO DIRETO";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"49064116000183";"SINDICATO RURAL DE URUPES";"135119";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO - UNIDADES COM VÍNCULO DIRETO";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"05214717000150";"ASSOCIACAO DOS PEQUENOS AGRICULTORES DO ESTADO DO PIAUI";"742200";"PRESIDENCIA DA REPUBLICA";"MOTIVO NÃO ESPECIFICADO"
"07309332000100";"CENTRO DE ESTUDOS E MEMORIA DA JUVENTUDE AMAZONICA";"811892";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"05766149000108";"CENTRO DE ATIVIDADES SOCIAIS, PRODUTIVAS E COMERCIAIS DOS PRODUTORES AUTONOMOS DE CAMACARI";"750096";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"11161826000159";"INSTITUTO MARIA DA PENHA";"799552";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"06993556000102";"CENTRO BRASILEIRO DE PROTAGONISMO JUVENIL - CPJ";"750642";"";"MOTIVO NÃO ESPECIFICADO"
"04174523000105";"INSTITUTO DE APOIO TECNICO ESPECIALIZADO A CIDADANIA - IATEC";"701180";"";"MOTIVO NÃO ESPECIFICADO"
"05766149000108";"CENTRO DE ATIVIDADES SOCIAIS, PRODUTIVAS E COMERCIAIS DOS PRODUTORES AUTONOMOS DE CAMACARI";"750096";"";"MOTIVO NÃO ESPECIFICADO"
"06888897000118";"''INSTITUTO SORRINDO PARA A VIDA''";"702051";"MINISTERIO DO TRABALHO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"06993556000102";"CENTRO BRASILEIRO DE PROTAGONISMO JUVENIL - CPJ";"750642";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"06888897000118";"''INSTITUTO SORRINDO PARA A VIDA''";"702051";"";"MOTIVO NÃO ESPECIFICADO"
"00315795000127";"C.B.M.T - CONFEDERACAO BRASILEIRA DE MUAY THAI (BOXE TAILANDES)";"700522";"MINISTERIO DO ESPORTE - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"11161826000159";"INSTITUTO MARIA DA PENHA";"799552";"";"MOTIVO NÃO ESPECIFICADO"
"04174523000105";"INSTITUTO DE APOIO TECNICO ESPECIALIZADO A CIDADANIA - IATEC";"701180";"MINISTERIO DO TRABALHO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"81160376000165";"POLO TECNOLOGICO DE INFORMACAO E COMUNICACAO DA REGIAO DE BLUMENAU - BLUSOFT";"473860";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"12658662000132";"CENTRO SOCIAL MONSENHOR ANTONIO DE PADUA SANTOS";"";"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO - UNIDADES COM VÍNCULO DIRETO";"DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR."
"04857871000187";"FRATERNIDADE ESPIRITA O BOM SAMARITANO";"531769";"MINISTERIO DO TRABALHO - UNIDADES COM VÍNCULO DIRETO";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"67136341000160";"ABRAZ - ASSOCIACAO BRASILEIRA DE ALZHEIMER E DOENCAS SIMILARES";"545693";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"03123319000100";"SERVICO SOCIAL DO BRASILEIRO";"507337";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"04857871000187";"FRATERNIDADE ESPIRITA O BOM SAMARITANO";"531769";"";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"05765786000151";"ASSOCIACAO ESCOLA FAMILIA AGRICOLA DE ERVALIA";"648169";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"02941133000198";"ASSOCIACAO DE RADIODIFUSAO COMUNITARIA DE RUBIATABA";"582917";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"14289466000163";"ASSOCIACAO DOS PRODUTORES RURAIS DOM MOACIR GRECHI";"416848";"MINISTERIO DO MEIO AMBIENTE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"05896937000100";"GRUPO GAYVOTA";"524175";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"36044980000171";"ASSOC DE PROGRAMAS EM TECNOLOGIAS ALTERNATIVAS - APTA";"516728";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"03952160000129";"MOVIMENTO GAY DE MINAS";"566893";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"07296486000104";"TAPERA DAS ARTES";"564833";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"01635051000152";"ASSOCIACAO COMUNITARIA DE SAUDE";"542407";"MINISTERIO DO ESPORTE - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"03952160000129";"MOVIMENTO GAY DE MINAS";"555084";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"00619808000151";"UNIAO BRASILEIRA DE CEGOS";"466957";"MINISTERIO DA EDUCACAO - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"03230355000165";"CENTRO DE INTEGRACAO SOCIAL AMIGOS DE NOVA ERA";"524213";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"04174523000105";"INSTITUTO DE APOIO TECNICO ESPECIALIZADO A CIDADANIA - IATEC";"592717";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"04174523000105";"INSTITUTO DE APOIO TECNICO ESPECIALIZADO A CIDADANIA - IATEC";"629173";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"04174523000105";"INSTITUTO DE APOIO TECNICO ESPECIALIZADO A CIDADANIA - IATEC";"564108";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"01511998000151";"DISTRITO DE IRRIGACAO DO PERIMETRO DE PROPRIA";"527687";"MINISTERIO DA INTEGRACAO NACIONAL - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"04174523000105";"INSTITUTO DE APOIO TECNICO ESPECIALIZADO A CIDADANIA - IATEC";"622698";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO"
"03952160000129";"MOVIMENTO GAY DE MINAS";"576357";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"04174523000105";"INSTITUTO DE APOIO TECNICO ESPECIALIZADO A CIDADANIA - IATEC";"623049";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"03952160000129";"MOVIMENTO GAY DE MINAS";"576357";"";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"02743312000110";"ASSOCIACAO DE MORADORES DO PARAISO VERDE - ASMOPAV";"568197";"MINISTERIO DAS CIDADES - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"04174523000105";"INSTITUTO DE APOIO TECNICO ESPECIALIZADO A CIDADANIA - IATEC";"633813";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"04174523000105";"INSTITUTO DE APOIO TECNICO ESPECIALIZADO A CIDADANIA - IATEC";"592512";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"04174523000105";"INSTITUTO DE APOIO TECNICO ESPECIALIZADO A CIDADANIA - IATEC";"628695";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"04174523000105";"INSTITUTO DE APOIO TECNICO ESPECIALIZADO A CIDADANIA - IATEC";"564098";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"04174523000105";"INSTITUTO DE APOIO TECNICO ESPECIALIZADO A CIDADANIA - IATEC";"635566";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"04174523000105";"INSTITUTO DE APOIO TECNICO ESPECIALIZADO A CIDADANIA - IATEC";"633285";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"04174523000105";"INSTITUTO DE APOIO TECNICO ESPECIALIZADO A CIDADANIA - IATEC";"631116";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"04174523000105";"INSTITUTO DE APOIO TECNICO ESPECIALIZADO A CIDADANIA - IATEC";"592511";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"00089788000154";"FUND DE AP A PESQ AG DES E TREIN DE MAO DE OBRA DE PTU";"";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"03695403000190";"INSTITUTO NACIONAL DE PREVENCAO AS LER/DORT";"407867";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"06232115000198";"ASSOCIACAO COMUNITARIA DOS ASSENTAMENTOS MONTE SANTO I E II";"510508";"PRESIDENCIA DA REPUBLICA";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"04390024000155";"ASSOCIACAO DOS P. R. DO P. DE ASSENTAMENTO RIO CLARO";"484418";"PRESIDENCIA DA REPUBLICA";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"30144125000156";"FEDERACAO DOS TRABALHADORES E TRABALHADORAS ASSALARIADOS RURAIS DO ESTADO DO RIO DE JANEIRO";"487065";"PRESIDENCIA DA REPUBLICA";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"01511998000151";"DISTRITO DE IRRIGACAO DO PERIMETRO DE PROPRIA";"579375";"MINISTERIO DA INTEGRACAO NACIONAL - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"42422899000180";"SINDICATO E ORGANIZACAO DAS COOPERATIVAS DO ESTADO DO RIO DE JANEIRO";"133981";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"01143318000194";"ASSOCIACAO VYTY-CATI DAS COMUNIDADES INDIGENAS TIMBIRA DO MARANHAO E TOCANTINS";"571420";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"02408288000163";"MOVIMENTO ARTISTICO FILHOS DA SERRA";"555598";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"06248185000134";"A CASA PRO CIDADANIA";"522852";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"04174523000105";"INSTITUTO DE APOIO TECNICO ESPECIALIZADO A CIDADANIA - IATEC";"623009";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"04174523000105";"INSTITUTO DE APOIO TECNICO ESPECIALIZADO A CIDADANIA - IATEC";"595088";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"53374021000133";"COMISSAO PRO-YANOMAMI CCPY";"";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"53374021000133";"COMISSAO PRO-YANOMAMI CCPY";"537692";"MINISTERIO DA EDUCACAO - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"04758458000165";"GRUPO DE ECONOMIA POPULAR DE VIT. CONQUISTA E REG. SUDOESTE DA BAHIA";"598151";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"89325344000184";"SOCIEDADE RECREATIVA E BENEFICENTE ESTADO MAIOR DA RESTINGA";"590118";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"06993556000102";"CENTRO BRASILEIRO DE PROTAGONISMO JUVENIL - CPJ";"637468";"";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"03852858000172";"INSTITUTO ECOLOGICO E CULTURAL AMIGOS EM ACAO";"517002";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"06993556000102";"CENTRO BRASILEIRO DE PROTAGONISMO JUVENIL - CPJ";"637468";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"03376103000149";"COLONIA DE PESCADORES Z-56 DE ITAITUBA";"543273";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"04402665000182";"SINDICATO DOS TRABALHADORES NAS INDUSTRIAS GRAFICAS, DA COMUNICACAO GRAFICA E DOS SERVICOS GRAFICOS DE MANAUS E DO ESTADO DO AMAZONAS";"516946";"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"02982244000142";"HATHOR - ASSESSORIA, PESQUISA, ESTUDOS E ACOES DA INFANCIA, JUVENTUDE , FAMILIA, IDOSOS E DIREITOS HUMANOS";"510997";"MINISTERIO DA EDUCACAO - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"00756784000182";"GRUPO DE TEATRO THESPIS";"600297";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"02094931000121";"ASSOCIACAO COMUNITARIA INDIGENA PATAXO DA COROA VERMELHA";"598626";"MINISTERIO DA JUSTICA - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"06056659000146";"CENTRO ESPIRITUALISTA DE TAMBORES IEMANJA";"541122";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"03200687000105";"CENTRO DE VOLUNTARIADO DE RIO CLARO";"523100";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"06036728000150";"CENTRO DE ESTUDOS CASA CURTA-SE";"735866";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"06331877000141";"INSTITUTO DE ECONOMIA SOLIDARIA DE BRAZLANDIA E ENTORNO";"701849";"MINISTERIO DO ESPORTE - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"06136631000119";"GRUPO UNIAO ESPERITA SANTA BARBARA";"750251";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"07138522000101";"ASSOC DE PROTECAO A SAUDE MATERNIDADE A INF DE CAUCAIA";"748255";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"06036728000150";"CENTRO DE ESTUDOS CASA CURTA-SE";"739373";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"06036728000150";"CENTRO DE ESTUDOS CASA CURTA-SE";"737602";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"05784211000186";"ACAO FACA UMA FAMILIA SORRIR";"748268";"MINISTERIO DO ESPORTE - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"10310469000180";"INSTITUTO DE PESQUISA, EXTENSAO RURAL E ORGANISMOS AQUATICOS";"782157";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"05784211000186";"ACAO FACA UMA FAMILIA SORRIR";"751589";"";"MOTIVO NÃO ESPECIFICADO"
"06136631000119";"GRUPO UNIAO ESPERITA SANTA BARBARA";"703404";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"06036728000150";"CENTRO DE ESTUDOS CASA CURTA-SE";"742127";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"05881742000197";"INSTITUTO SAMARITANO DE POLITICAS PUBLICAS ALBERT SCHWEITZER";"704193";"PRESIDENCIA DA REPUBLICA";"MOTIVO NÃO ESPECIFICADO"
"06036728000150";"CENTRO DE ESTUDOS CASA CURTA-SE";"736831";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"05784211000186";"ACAO FACA UMA FAMILIA SORRIR";"751589";"MINISTERIO DO TRABALHO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"07668711000188";"INBRAEST - INTEGRACAO BRASILEIRA DE EDUCACAO SAUDE E TURISMO";"748914";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"06036728000150";"CENTRO DE ESTUDOS CASA CURTA-SE";"742091";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"11380534000107";"COOPERATIVA CENTRAL DE LOGISTICA E APOIO A NATUREZA - COOPCLEAN";"752859";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"33974106000145";"SERVICO DE ASSISTENCIA SOCIAL EVANGELICO SASE";"472678";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSCRICAO POR DECISAO DO T.C.U."
"33974106000145";"SERVICO DE ASSISTENCIA SOCIAL EVANGELICO SASE";"519917";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSCRICAO POR DECISAO DO T.C.U."
"37239316000140";"ASSOCIACAO DO BEM ESTAR DE GOIANORTE";"";"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO - UNIDADES COM VÍNCULO DIRETO";"DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR."
"37239316000140";"ASSOCIACAO DO BEM ESTAR DE GOIANORTE";"";"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO - UNIDADES COM VÍNCULO DIRETO";"DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR."
"02513896000138";"CENTRO DE DESENVOLVIMENTO COMUNITARIO DE LAGOA DE DENTRO";"367844";"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS - UNIDADES COM VÍNCULO DIRETO";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"33974106000145";"SERVICO DE ASSISTENCIA SOCIAL EVANGELICO SASE";"507336";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"40219867000157";"ASSOCIACAO DOS PRODUTORES EMPRESARIOS DE TEATRO ITINERANTE DO PARANA";"572688";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"40219867000157";"ASSOCIACAO DOS PRODUTORES EMPRESARIOS DE TEATRO ITINERANTE DO PARANA";"572688";"";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"04482911000153";"INSTITUTO DE TECNOLOGIA APLICADA A EDUCACAO - NOVO HORIZONTE";"589712";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"07115198000106";"ASSOCIACAO PAU E LATA";"589531";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"05361195000119";"CENTRAL DAS ORGANIZACOES RURAIS DE RORAINOPOLIS";"650880";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"04482911000153";"INSTITUTO DE TECNOLOGIA APLICADA A EDUCACAO - NOVO HORIZONTE";"570462";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"04482911000153";"INSTITUTO DE TECNOLOGIA APLICADA A EDUCACAO - NOVO HORIZONTE";"589713";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"05881742000197";"INSTITUTO SAMARITANO DE POLITICAS PUBLICAS ALBERT SCHWEITZER";"651595";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"93155067000186";"COOPERATIVA MISTA DOS PEQUENOS PRODUTORES RURAIS E URBANOS VINCULADOS AO PROJETO ESPERANCA LTDA";"634382";"PRESIDENCIA DA REPUBLICA";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"89969588000108";"FEIRA NACIONAL DO MILHO";"592054";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"02343575000132";"ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DA COMUNIDADE DECALDEIRAO";"543707";"MINISTERIO DA INTEGRACAO NACIONAL - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"93155067000186";"COOPERATIVA MISTA DOS PEQUENOS PRODUTORES RURAIS E URBANOS VINCULADOS AO PROJETO ESPERANCA LTDA";"519977";"MINISTERIO DAS CIDADES - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"37174752000189";"NAC NUCLEO DE ARTE E CULTURA";"748366";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"02644133000126";"FUNDACAO AGENDA MAIS BRASIL";"600285";"MINISTERIO DO TRABALHO - UNIDADES COM VÍNCULO DIRETO";"ATRASO NA DEVOLUCAO DE RECURSOS"
"02644133000126";"FUNDACAO AGENDA MAIS BRASIL";"600285";"";"ATRASO NA DEVOLUCAO DE RECURSOS"
"08172494000101";"CENTRO SOCIAL E CIDADANIA";"579418";"MINISTERIO DA EDUCACAO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"33974106000145";"SERVICO DE ASSISTENCIA SOCIAL EVANGELICO SASE";"507335";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"04482911000153";"INSTITUTO DE TECNOLOGIA APLICADA A EDUCACAO - NOVO HORIZONTE";"534453";"MINISTERIO DA EDUCACAO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"04482911000153";"INSTITUTO DE TECNOLOGIA APLICADA A EDUCACAO - NOVO HORIZONTE";"559451";"MINISTERIO DO ESPORTE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"04482911000153";"INSTITUTO DE TECNOLOGIA APLICADA A EDUCACAO - NOVO HORIZONTE";"530808";"MINISTERIO DA EDUCACAO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"03171919000136";"ASSOCIACAO INDIGENA XACRIABA ALDEIA BARREIRO PRETO";"523545";"MINISTERIO DO MEIO AMBIENTE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"07662729000172";"SINDICATO DAS INDUSTRIA DO MOBILIARIO NO ESTADO DO CEARA - SINDMOVEIS";"581803";"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
