Data da Publicação;Id do Relatório;Nº da OS;DescUnidadeExaminada;codOrgaoSiafi;Órgão;TituloResumido;Estado;Município;Ciclo Programa FEF;Título do Relatório;Situação do Relatório;Linha de Atuação
2016/12/12 17:12:32.000000000;8934;201600102;COMPANHIA NACIONAL DE ABASTECIMENTO;22000;MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO;MIN.AGRICULTURA;DF;Brasília;;Relatório de Auditoria nº 201600102 - Companhia Nacional de Abastecimento - Conab - SICAN - Sistema de Cadastro Nacional de Produtores Rurais;Publicado;Auditoria de Acompanhamento da Gestão
2016/12/12 17:12:17.000000000;8931;201409593;CONFEDERACAO BRASILEIRA DE BOXE;51000;MINISTERIO DO ESPORTE;MINIST. DO ESPORTE;SP;São Paulo;;Relatório nº 201409593 - Confederação Brasileira de BOXE - AEPG Formação de Atletas;Publicado;Avaliação da Execução de Programas de Governo / Relatório Individual
2016/12/12 17:12:15.000000000;8939;201505855;SECRETARIA NAC.DE POLITICAS DE TURISMO-SNPTUR;54000;MINISTERIO DO TURISMO;MINIST. DO TURISMO;DF;Brasília;;Relatório de Auditoria nº 201505855 - Secretaria Nacional de Políticas de Turismo - SNPTur;Publicado;Auditoria de Acompanhamento da Gestão
2016/12/12 17:12:14.000000000;8940;;;;;;;;;RELATÓRIO Nº 63 - APOIO À ALIMENTAÇÃO ESCOLAR NA EDUCAÇÃO BÁSICA;Publicado;Relatório de Avaliação da Execução de Programas de Governo
2016/12/12 17:12:13.000000000;8938;201314757;SECRETARIA NACIONAL DE POLÍTICAS DE TURISMO-SNPTUR;54000;MINISTERIO DO TURISMO;MINIST. DO TURISMO;DF;Brasília;;Relatório de Auditoria nº 201314757 - Secretaria Nacional de Políticas de Turismo - SNPTur;Publicado;Auditoria de Acompanhamento da Gestão
2016/12/12 17:12:09.000000000;8930;201601463;COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/DF;22000;MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO;MIN.AGRICULTURA;DF;Brasília;;Relatório de Auditoria Anual de Contas - 201601463 - Comissão Executiva do Plano da Lavoura Cacaueira - CEPLAC - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/12/12 16:12:51.000000000;8927;201601565;COMPANHIA NACIONAL DE ABASTECIMENTO;22000;MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO;MIN.AGRICULTURA;DF;Brasília;;Relatório de Auditoria Anual de Contas - 201601565 - Companhia Nacional de Abastecimento - Conab - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/12/12 16:12:44.000000000;8928;201409590;CONFEDERACAO BRASILEIRA DE ATLETISMO;51000;MINISTERIO DO ESPORTE;MINIST. DO ESPORTE;SP;São Paulo;;Relatório nº 201409590 - Confederação Brasileira de Atletismo - AEPG Formação de Atletas;Publicado;Avaliação da Execução de Programas de Governo / Relatório Individual
2016/12/08 13:12:57.000000000;8926;201503830;Petróleo Brasileiro S/A;32000;MINISTERIO DE MINAS E ENERGIA;MME;DF;Brasília;;Relatório de Avaliação dos Resultados da Gestão nº 201503830 - Petróleo Brasileiro S/A - Petrobras - Petronect;Publicado;Avaliação dos Resultados da Gestão
2016/12/07 18:12:49.000000000;8921;201601503;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;RJ;Rio de Janeiro;;Relatório de Auditoria Anual de Contas - 201601503 - Universidade Federal do Rio de Janeiro - UFRJ - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/12/07 18:12:41.000000000;8919;201601512;Universidade Federal de Goiás;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;GO;Goiânia;;Relatório de Auditoria Anual de Contas - 201601512 - Universidade Federal de Goiás - UFG - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/12/07 18:12:33.000000000;8925;201601497;FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;SE;Aracaju;;Relatório de Auditoria Anual de Contas - 201601497 - Fundação Universidade Federal de Sergipe - FUFS - UFS - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/12/07 18:12:24.000000000;8920;201601494;UNIVERSIDADE FEDERAL DO PARANÁ;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;PR;Curitiba;;Relatório de Auditoria Anual de Contas - 201601494 - Universidade Federal do Paraná - UFPR - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/12/07 18:12:22.000000000;8923;201601006;TELECOMUNICAÇÕES BRASILEIRAS S/A;41000;MINISTERIO DAS COMUNICACOES;M.C.;DF;Brasília;;Relatório de Avaliação da Integridade em Empresas Estatais nº 201601006 - Telecomunicações Brasileiras S.A. - Telebras;Publicado;Auditoria de Acompanhamento da Gestão
2016/12/07 18:12:16.000000000;8924;201601499;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;RJ;Seropédica;;Relatório de Auditoria Anual de Contas - 201601499 - Universidade Federal Rural do Rio de Janeiro - UFRRJ - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/12/07 17:12:21.000000000;8915;201505602;PREFEITURA MUNICIPAL;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;MA;Sítio Novo;;Relatório de Demandas Externas nº 201505602 - Programa Nacional de Apoio ao Transporte do Escolar - Pnate - Fundeb;Publicado;Apuração de Representações e Demandas Sociais
2016/12/07 17:12:18.000000000;8916;201603182;MUNICIPIO DE SANTANA DO SAO FRANCISCO;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;SE;Santana do São Francisco;;Relatório de Demandas Externas nº 201603182 - Apoio à Alimentação Escolar na Educação Básica;Publicado;Apuração de Representações e Demandas Sociais
2016/12/07 17:12:09.000000000;8917;201504979;Secretaria de Atenção a Saúde;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;RJ;Rio de Janeiro;;Relatório de Auditoria nº 201504979 - Hospital Federal do Andaraí - HFA;Publicado;Auditoria de Acompanhamento da Gestão
2016/12/07 17:12:01.000000000;8914;201317901;PREFEITURA MUNICIPAL RONDON DO PARA;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;PA;Rondon do Pará;;Relatório de Demandas Externas nº 201317901 - Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - Fundeb;Publicado;Apuração de Representações e Demandas Sociais
2016/12/06 19:12:58.000000000;8896;201601630;BANCO CENTRAL DO BRASIL;25000;MINISTERIO DA FAZENDA;MIN. DA FAZENDA;DF;Brasília;;Relatório de Auditoria Anual de Contas - 201601630 - Banco Central do Brasil - BCB - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/12/06 19:12:05.000000000;8913;201600034;BOA VISTA ENERGIA S/A;32000;MINISTERIO DE MINAS E ENERGIA;MME;RR;Boa Vista;;Relatório de Auditoria nº 201600034 - Eletrobrás Distribuição Roraima - EDRR - BIRD 7884-BR;Publicado;Auditorias nos Contratos e Financiamentos Externos e nos Projetos de Cooperação Técnica Internacional
2016/12/01 16:12:47.000000000;8912;201601466;INST.FED.DE EDUC.,CIENC.E TEC.DE RORAIMA;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;RR;Boa Vista;;Relatório de Auditoria Anual de Contas - 201601466 - Instituto Federal de Educação, Ciência e Tecnologia de Roraima - IFRR - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/12/01 16:12:20.000000000;8910;201601844;SESI - DEP. REGIONAL DO ESTADO DO R.G.DO SUL;55000;MINISTERIO DO DESENVOLVIMENTO SOCIAL;MDS;RS;Porto Alegre;;Relatório de Auditoria Anual de Contas - 201601844 - Departamento Regional do Rio Grande do Sul do Serviço Social da Indústria - Sesi/RS - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/12/01 16:12:13.000000000;8909;201601823;DEPARTAMENTO REGIONAL DO SENAI NO R.G.SUL;38000;MINISTERIO DO TRABALHO E EMPREGO;MIN. DO TRABALHO;RS;Porto Alegre;;Relatório de Auditoria Anual de Contas - 201601823 - Departamento Regional do Rio Grande do Sul do Serviço Nacional de Aprendizagem Industrial - Senai/RS - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/12/01 16:12:09.000000000;8911;201503839;NUCLEO ESTADUAL DO MS/MS;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;MS;Campo Grande;;Relatório de Auditoria nº 201503839 - Núcleo Estadual do Ministério da Saúde do Estado do Mato Grosso do Sul - NEMS-MS;Publicado;Auditoria de Acompanhamento da Gestão
2016/12/01 11:12:42.000000000;8907;;;;;;;;;Relatório nº 62 - Financiamento ao Setores Produtivos da Região do Centro-Oeste;Publicado;Relatório de Avaliação da Execução de Programas de Governo
2016/12/01 10:12:10.000000000;8906;201503328;FUNDO MUNICIPAL DE SAUDE;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;RN;Caicó;040;RDE 00219.000053/2015-60 - Fundo Municipal de Saúde;Publicado;Apuração de Representações e Demandas Sociais
2016/11/30 17:11:07.000000000;8905;201501076;PORTO CALVO GAB PREFEITO;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;AL;Porto Calvo;;RDE 00202.000481/2014-91 - Hospital Municipal em Porto Calvo;Publicado;Apuração de Representações e Demandas Sociais
2016/11/30 16:11:53.000000000;8904;201603156;INSTITUTO NACIONAL DE EDUCACAO DE SURDOS-RJ;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;RJ;Rio de Janeiro;;Relatório de Auditoria nº  201603156 - Instituto Nacional de Educação de Surdos - INES;Publicado;Auditoria de Acompanhamento da Gestão
2016/11/30 16:11:28.000000000;8903;201601507;UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;SP;São Paulo;;Relatório de Auditoria Anual de Contas - 201601507 - Universidade Federal de São Paulo - UNIFESP - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/28 16:11:53.000000000;8901;201601496;UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;RS;Rio Grande;;Relatório de Auditoria Anual de Contas - 201601496 - Universidade Federal do Rio Grande - FURG - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/28 16:11:42.000000000;8899;201601509;UNIVERSIDADE FEDERAL DE PERNAMBUCO;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;PE;Recife;;Relatório de Auditoria Anual de Contas - 201601509 - Universidade Federal de Pernambuco - UFPE - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/28 16:11:31.000000000;8900;201601493;FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;PI;Teresina;;Relatório de Auditoria Anual de Contas - 201601493 - Universidade Federal do Piauí - UFPI  - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/28 16:11:23.000000000;8902;201601501;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;RS;Porto Alegre;;Relatório de Auditoria Anual de Contas - 201601501 - Universidade Federal do Rio Grande do Sul - UFRGS - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/28 15:11:21.000000000;8898;201505038;Universidade Federal da Paraíba;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;PB;João Pessoa;;Relatório de Auditoria Anual de Contas - 201505038 - Universidade Federal da Paraíba - UFPB - Exercício 2014;Publicado;Avaliação dos Resultados da Gestão
2016/11/28 14:11:57.000000000;8897;201601632;BANCO DO BRASIL S/A;25000;MINISTERIO DA FAZENDA;MIN. DA FAZENDA;DF;Brasília;;Relatório de Auditoria Anual de Contas - 201601632 - Banco do Brasil S/A. - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/22 19:11:26.000000000;8895;201601500;UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;MG;Diamantina;;Relatório de Auditoria Anual de Contas - 201601500 - Universidade Federal dos Vales do Jequitinhonha e Mucuri - UFVJM - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/22 19:11:15.000000000;8893;201601504;UNIVERSIDADE FEDERAL DO OESTE DO PARA;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;PA;Santarém;;Relatório de Auditoria Anual de Contas - 201601504 - Universidade Federal do Oeste do Pará - UFOPA - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/22 19:11:09.000000000;8894;201601491;FUNDACAO UNIVERSIDADE FEDERAL DE S.J.DEL-REI;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;MG;São João del Rei;;Relatório de Auditoria Anual de Contas - 201601491 - Universidade Federal de São João del Rey - UFSJ - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/22 18:11:50.000000000;8889;201601511;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;MG;Juiz de Fora;;Relatório de Auditoria Anual de Contas - 201601511 - Universidade Federal de Juiz de Fora - UFJF - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/22 18:11:47.000000000;8891;201601492;FUNDACAO UNIVERS.FED. DE MATO GROSSO DO SUL;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;MS;Campo Grande;;Relatório de Auditoria Anual de Contas - 201601492 - Fundação Universidade Federal do Mato Grosso do Sul - UFMS - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/22 18:11:35.000000000;8888;201601329;CONSELHO REGIONAL DE MEDICINA ESTADO DA BAHIA;20125;CONTROLADORIA-GERAL DA UNIAO;CGU/PR;BA;Salvador;;Relatório de Auditoria Anual de Contas - 201601329 - Conselho Regional de Medicina Estado da Bahia - CREMEB - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/22 18:11:31.000000000;8890;201601510;UNIVERSIDADE FEDERAL DE MINAS GERAIS;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;MG;Belo Horizonte;;Relatório de Auditoria Anual de Contas - 201601510 - Universidade Federal de Minas Gerais - UFMG - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/22 18:11:24.000000000;8892;201601490;UNIVERSIDADE FEDERAL DE OURO PRETO;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;MG;Ouro Preto;;Relatório de Auditoria Anual de Contas - 201601490 - Universidade Federal de Ouro Preto - UFOP - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/22 16:11:42.000000000;8887;201601431;SUPERINT.NAC. DE PREVID. COMPLEMENTAR;33000;MINISTERIO DA PREVIDENCIA SOCIAL;MPS;DF;Brasília;;Relatório de Auditoria Anual de Contas - 201601431 - Superintendência Nacional de Previdência Complementar - Previc - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/22 16:11:33.000000000;8886;201601412;COORD.GERAL DE FINANCAS DO INSS NO DF;33000;MINISTERIO DA PREVIDENCIA SOCIAL;MPS;DF;Brasília;;Relatório de Auditoria Anual de Contas - 201601412 - Instituto Nacional do Seguro Social - INSS - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/22 11:11:55.000000000;8885;201601487;FUNDACAO UNIVERSIDADE FEDERAL DO ACRE;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;AC;Rio Branco;;Relatório de Auditoria Anual de Contas - 201601487 - Fundação Universidade Federal do Acre - UFAC - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/21 18:11:56.000000000;8879;201601335;SUPERINT REG DO TRAB E EMPREGO/RN;38000;MINISTERIO DO TRABALHO E EMPREGO;MIN. DO TRABALHO;RN;Natal;;Relatório de Auditoria Anual de Contas - 201601335 - Superintendência Regional do Trabalho e Emprego - SRTE/RN - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/21 18:11:37.000000000;8881;201601464;INST.FED.DE EDUC.,CIENC.E TEC.DO PARANA;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;PR;Curitiba;;Relatório de Auditoria Anual de Contas - 201601464 - Instituto Federal de Educação, Ciência e Tecnologia do Paraná - IFPR - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/21 18:11:29.000000000;8882;201601458;INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;MG;Belo Horizonte;;Relatório de Auditoria Anual de Contas - 201601458 - Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais - IFMG - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/21 18:11:26.000000000;8884;201600607;Empresa Brasileira de Hemoderivados e Biotecnologia;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;PE;Recife;;Relatório de Auditoria Anual de Contas - 201600607 - Empresa Brasileira de Hemoderivados e Biotecnologia - HEMOBRÁS - PE - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/21 18:11:23.000000000;8883;201601481;INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;DF;Brasília;;Relatório de Auditoria Anual de Contas - 201601481 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira - Inep - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/21 18:11:22.000000000;8880;201600997;NÚCLEO ESTADUAL DO MINISTÉRIO DA SAÚDE/CE;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;CE;Fortaleza;;Relatório de Auditoria Anual de Contas - 201600997 - Núcleo Estadual do Ministério da Saúde - NEMS/CE - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/21 17:11:43.000000000;8878;201601641;SERPRO - REGIONAL BRASILIA;25000;MINISTERIO DA FAZENDA;MIN. DA FAZENDA;DF;Brasília;;Relatório de Auditoria Anual de Contas - 201601641 - Serviço Federal de Processamento de Dados - SERPRO - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/18 19:11:59.000000000;8869;201600599;FUNDACAO NACIONAL DE SAUDE - AC;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;AC;Rio Branco;;Relatório de Auditoria Anual de Contas - 201600599 - Superintendência Estadual da Funasa no Acre - Suest/AC - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/18 19:11:56.000000000;8868;201601000;NÚCLEO ESTADUAL DO MINISTÉRIO DA SAÚDE/PB;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;PB;João Pessoa;;Relatório de Auditoria Anual de Contas - 201601000 - Núcleo Estadual do Ministério da Saúde - NEMS/PB - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/18 19:11:31.000000000;8877;201505599;MUNICIPIO DE TIMON;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;MA;Timon;;RDE nº 201505599 - Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB;Publicado;Apuração de Representações e Demandas Sociais
2016/11/18 19:11:27.000000000;8873;201600995;NUCLEO ESTADUAL DO MS/AP;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;AP;Macapá;;Relatório de Auditoria Anual de Contas - 201600995 - Núcleo Estadual do Ministério da Saúde no Estado do Amapá - NEMS/AP - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/18 19:11:24.000000000;8874;201600597;FUNDACAO NACIONAL DE SAUDE - CE;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;CE;Fortaleza;;Relatório de Auditoria Anual de Contas - 201600597 - Superintendência Estadual da Funasa no Ceará - Suest/CE - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/18 19:11:19.000000000;8875;201505658;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;41000;MINISTERIO DAS COMUNICACOES;M.C.;DF;Brasília;;Relatório de Auditoria nº 201505658 - Empresa Brasileira de Correios e Telégrafos - ECT - Instituto de Seguridade Social dos Correios e Telégrafos - Postalis;Publicado;Auditoria de Acompanhamento da Gestão
2016/11/18 19:11:18.000000000;8870;201600593;FUNDACAO NACIONAL DE SAUDE - SE;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;SE;Aracaju;;Relatório de Auditoria Anual de Contas - 201600593 - Superintendência Estadual da Funasa em Sergipe - Suest/SE - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/18 19:11:18.000000000;8867;201600596;FUNDACAO NACIONAL DE SAUDE - GO;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;GO;Goiânia;;Relatório de Auditoria Anual de Contas - 201600596 - Superintendência Estadual da Funasa em Goiás - Suest/GO - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/18 19:11:16.000000000;8871;201600598;FUNDACAO NACIONAL DE SAUDE - AL;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;AL;Maceió;;Relatório de Auditoria Anual de Contas - 201600598 - Superintendência Estadual da Funasa em Alagoas - Suest/AL - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/18 19:11:05.000000000;8872;201600994;NUCLEO ESTADUAL DO MS/AL;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;AL;Maceió;;Relatório de Auditoria Anual de Contas - 201600994 - Núcleo Estadual do Ministério da Saúde no Estado de Alagoas - NEMS/AL - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/18 19:11:02.000000000;8876;201505604;MUNICIPIO DE TIMON;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;MA;Timon;;RDE nº 201505604 - Programa Nacional de Transporte Escolar - PNATE;Publicado;Apuração de Representações e Demandas Sociais
2016/11/18 18:11:57.000000000;8856;201601450;INST.FED.DE EDUC.,CIENC.E TEC.DO TOCANTINS;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;TO;Palmas;;Relatório de Auditoria Anual de Contas - 201601450 - Instituto Federal de Educação, Ciência e Tecnologia do Tocantins - IFTO - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/18 18:11:50.000000000;8853;201601449;INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;MG;Uberaba;;Relatório de Auditoria Anual de Contas - 201601449 - Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro - IFTM - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/18 18:11:49.000000000;8862;201600998;NÚCLEO ESTADUAL DO MINISTÉRIO DA SAÚDE/ES;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;ES;Vitória;;Relatório de Auditoria Anual de Contas - 201600998 - Núcleo Estadual do Ministério da Saúde - NEMS/ES - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/18 18:11:46.000000000;8854;201601461;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;MS;Campo Grande;;Relatório de Auditoria Anual de Contas - 201601461 - Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso do Sul - IFMS - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/18 18:11:43.000000000;8858;201601425;Fundo Nacional de Desenvolvimento da Educação;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;DF;Brasília;;Relatório de Auditoria Anual de Contas - 201601425 - Fundo Nacional de Desenvolvimento da Educação - FNDE - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/18 18:11:41.000000000;8861;201601002;NÚCLEO ESTADUAL DO MINISTÉRIO DA SAÚDE/RJ;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;RJ;Rio de Janeiro;;Relatório de Auditoria Anual de Contas - 201601002 - Núcleo Estadual do Ministério da Saúde no Rio de Janeiro - NEMS/RJ - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/18 18:11:40.000000000;8864;201600608;HOSPITAL FEDERAL DE BONSUCESSO;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;RJ;Rio de Janeiro;;Relatório de Auditoria Anual de Contas - 201600608 - Hospital Federal de Bonsucesso - HFB - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/18 18:11:33.000000000;8851;201601456;INST.FED.DE EDUC.,CIENC.E TEC.DE SERGIPE;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;SE;Aracaju;;Relatório de Auditoria Anual de Contas - 201601456 - Instituto Federal de Educação, Ciência e Tecnologia de Sergipe - IFS - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/18 18:11:30.000000000;8865;201600609;Hospital Nossa Senhora da Conceição S/A;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;RS;Porto Alegre;;Relatório de Auditoria Anual de Contas - 201600609 - Hospital Nossa Senhora da Conceição S.A. - HNSC - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/18 18:11:28.000000000;8866;201600605;SECRETARIA ESPECIAL DE SAUDE INDIGENA - SESAI;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;DF;Brasília;;Relatório de Auditoria Anual de Contas - 201600605 - Secretaria Especial de Saúde Indígena - SESAI - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/18 18:11:22.000000000;8857;201601465;INST.FED.DE EDUC.,CIENC.E TEC.DE SAO PAULO;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;SP;São Paulo;;Relatório de Auditoria Anual de Contas - 201601465 - Instituto Federal de Educação, Ciência e Tecnologia de São Paulo - IFSP - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/18 18:11:12.000000000;8860;201600595;FUNDACAO NACIONAL DE SAUDE - RO;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;RO;Porto Velho;;Relatório de Auditoria Anual de Contas - 201600595 - Superintendência Estadual da Funasa em Rondônia - Suest/RO - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/18 18:11:10.000000000;8852;201601448;INST.FED.DE EDUC.,CIENC.E TEC.DO RS;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;RS;Bento Gonçalves;;Relatório de Auditoria Anual de Contas - 201601448 - Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul - IFRS - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/18 18:11:09.000000000;8859;201601001;NUCLEO ESTADUAL DO MS/PI;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;PI;Teresina;;Relatório de Auditoria Anual de Contas - 201601001 - Núcleo Estadual do Ministério da Saúde - NEMS/PI - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/18 18:11:08.000000000;8855;201601447;INST.FED.DE EDUC.,CIENC.E TEC.FARROUPILHA;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;RS;Santa Maria;;Relatório de Auditoria Anual de Contas - 201601447 - Instituto Federal de Educação, Ciência e Tecnologia Farroupilha - IFFar - Exercício 2015;Publicado;Auditoria Anual de Contas
2016/11/18 18:11:06.000000000;8863;201600606;INSTITUTO NACIONAL DE CARDIOLOGIA;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;RJ;Rio de Janeiro;;Relatório de Auditoria Anual de Contas - 201600606 - Instituto Nacional de Cardiologia - INC - Exercício 2015;Publicado;Auditoria Anual de Contas
